iter	RMSE
179	16.11356007
180	16.09074597
181	16.07623709
182	16.05250108
183	16.02843942
184	15.93862132
185	15.91924941
186	15.90469836
187	15.88501747
188	15.86725295
189	15.84354336
190	15.82468802
191	15.81145308
192	15.79661196
193	15.78855773
194	15.78146395
195	15.76970641
196	15.75867598
197	15.73088619
198	15.71793794
199	15.63062487
200	15.61960162
201	15.59849489
202	15.5882662
203	15.50840738
204	15.49808301
205	15.47795365
206	15.45436527
207	15.42633857
208	15.4073642
209	15.3913173
210	15.36440815
211	15.35481482
212	15.32664084
213	15.31613354
214	15.29989974
215	15.28746491
216	15.27850569
217	15.20019144
218	15.12286581
219	15.11038646
220	15.08548098
221	15.04997758
222	15.04307353
223	15.01819947
224	14.99617373
225	14.98312434
226	14.97268818
227	14.88537671
228	14.86866298
229	14.84724104
230	14.81612463
231	14.79695754
232	14.77996252
233	14.70255942
234	14.68724754
235	14.67581602
236	14.67036071
237	14.65872516
238	14.64688917
239	14.61992659
240	14.61292553
241	14.60601435
242	14.59329259
243	14.57456107
244	14.5601162
245	14.55373757
246	14.47690699
247	14.45487193
248	14.4321686
249	14.42658135
250	14.41865132
251	14.4103335
252	14.32959867
253	14.25048582
254	14.24365219
255	14.21667786
256	14.14499525
257	14.12399643
258	14.09247914
259	14.07202974
260	14.02001287
261	13.94688812
262	13.9337759
263	13.92654107
264	13.84811797
265	13.7680668
266	13.76268811
267	13.75550189
268	13.66813288
269	13.59726791
270	13.52754123
271	13.50196203
272	13.48168606
273	13.406858
274	13.36164019
275	13.29577242
276	13.22980445
277	13.21166776
278	13.12544926
279	13.06135706
280	13.03445274
281	12.96240399
282	12.88508036
283	12.82360769
284	12.80102072
285	12.77967453
286	12.75481009
287	12.68005192
288	12.65989071
289	12.63996399
290	12.62258234
291	12.60329049
292	12.54531514
293	12.4871145
294	12.46977874
295	12.398594
296	12.32908537
297	12.27298396
298	12.25370801
299	12.19666728
300	12.14234738
301	12.12401683
302	12.08434758
303	12.05922579
304	12.00614241
305	11.98844712
306	11.9239401
307	11.87232975
308	11.85568965
309	11.80280894
310	11.78659126
311	11.73462675
312	11.71947605
313	11.69847034
314	11.68271214
315	11.66786966
316	11.65348669
317	11.64925613
318	11.63400546
319	11.62777343
320	11.61714356
321	11.56724815
322	11.55231551
323	11.54209381
324	11.5336397
325	11.48276504
326	11.46704252
327	11.4572214
328	11.45194765
329	11.40183378
330	11.35397746
331	11.34452735
332	11.28691398
333	11.24032222
334	11.23108539
335	11.22611834
336	11.17869097
337	11.13349984
338	11.12396241
339	11.11941657
340	11.07487984
341	11.0685869
342	11.0443651
343	11.03667382
344	11.0293031
345	11.01472658
346	11.00756799
347	11.00073166
348	10.95270617
349	10.93419899
350	10.9275312
351	10.91917468
352	10.91197709
353	10.86408631
354	10.82133798
355	10.81454956
356	10.76810244
357	10.72659964
358	10.72070487
359	10.71024349
360	10.69873916
361	10.69308912
362	10.67709299
363	10.62246233
364	10.61667508
365	10.61316874
366	10.56899474
367	10.55318234
368	10.53838807
369	10.53498191
370	10.49183212
371	10.47789931
372	10.4737537
373	10.46039666
374	10.43795794
375	10.42269068
376	10.41358912
377	10.40068264
378	10.39545324
379	10.36663387
380	10.36140409
381	10.35836317
382	10.31661893
383	10.30508261
384	10.30187078
385	10.28550303
386	10.28237207
387	10.26653989
388	10.21738955
389	10.21435269
390	10.17033553
391	10.12558045
392	10.11504476
393	10.07248023
394	10.04502786
395	10.03892678
396	9.9933453
397	9.981595146
398	9.969735785
399	9.953032905
400	9.940561678
401	9.91485445
402	9.870832789
403	9.827617928
404	9.784455482
405	9.744355849
406	9.703397685
407	9.692368224
408	9.687631252
409	9.646091117
410	9.606250502
411	9.568192851
412	9.531067174
413	9.492755932
414	9.456234156
415	9.41901526
416	9.382504962
417	9.347420892
418	9.311957837
419	9.309071755
420	9.275037701
421	9.22991829
422	9.227120535
423	9.192953132
424	9.186139745
425	9.183397167
426	9.149864138
427	9.117553443
428	9.074479118
429	9.07295833
430	9.040668241
431	9.039173567
432	9.008130352
433	9.00155269
434	8.990424986
435	8.984116396
436	8.947888002
437	8.932171871
438	8.917036184
439	8.883744175
440	8.881114585
441	8.848458866
442	8.84230329
443	8.839730153
444	8.838306681
445	8.817163932
446	8.792578156
447	8.786609406
448	8.75453171
449	8.745103266
450	8.713605591
451	8.708642875
452	8.698743519
453	8.69303578
454	8.687721855
455	8.664256089
456	8.64381597
457	8.63902475
458	8.633543181
459	8.628249554
460	8.59704297
461	8.595696189
462	8.589223533
463	8.55857741
464	8.556614593
465	8.552679378
466	8.522597649
467	8.515280015
468	8.493116694
469	8.4908087
470	8.486266826
471	8.477099164
472	8.471241616
473	8.459414135
474	8.429667756
475	8.424654784
476	8.402559208
477	8.384289047
478	8.370200675
479	8.341247478
480	8.319757795
481	8.291644318
482	8.290404305
483	8.269566974
484	8.248617922
485	8.236526465
486	8.223506302
487	8.214652387
488	8.209628479
489	8.189666491
490	8.178106921
491	8.165441452
492	8.156823236
493	8.14840365
494	8.129409986
495	8.128239734
496	8.126826969
497	8.116150864
498	8.098203095
499	8.0970552
500	8.074823124
501	8.070156396
502	8.05914708
503	8.03324003
504	8.02500624
505	8.020286629
506	8.012236403
507	8.000268182
508	7.995701474
509	7.993776822
510	7.975479194
511	7.963977466
512	7.956207351
513	7.948351644
514	7.926682144
515	7.911673489
516	7.907274931
517	7.88952641
518	7.877751332
519	7.871057339
520	7.864630172
521	7.853180542
522	7.845669495
523	7.84147846
524	7.817312625
525	7.796657254
526	7.794841089
527	7.783756931
528	7.754351798
529	7.746942694
530	7.745152897
531	7.725158517
532	7.704805556
533	7.694047679
534	7.678886154
535	7.655694144
536	7.623541643
537	7.621769645
538	7.620036054
539	7.601062434
540	7.590630339
541	7.568568702
542	7.561281942
543	7.559706785
544	7.555025008
545	7.523975314
546	7.522425149
547	7.512337754
548	7.510815103
549	7.50915269
550	7.501996118
551	7.480804992
552	7.469366657
553	7.457683498
554	7.453749082
555	7.433270694
556	7.410966098
557	7.399450889
558	7.390368442
559	7.387928142
560	7.371027203
561	7.367168084
562	7.339377156
563	7.323596502
564	7.308332104
565	7.304560133
566	7.291943489
567	7.281030443
568	7.274915407
569	7.260121143
570	7.230694427
571	7.218794405
572	7.195576507
573	7.193171735
574	7.190743365
575	7.186594627
576	7.174990876
577	7.17148275
578	7.154541865
579	7.142276771
580	7.114252552
581	7.11082462
582	7.10152038
583	7.097566513
584	7.083511693
585	7.080176645
586	7.076366021
587	7.067333478
588	7.062145628
589	7.048533597
590	7.039734227
591	7.032994875
592	7.02931697
593	7.005868304
594	6.99665427
595	6.990054979
596	6.97191147
597	6.969725917
598	6.961240603
599	6.951868244
600	6.948622149
601	6.946477192
602	6.92767746
603	6.909242648
604	6.892845797
605	6.887920239
606	6.872799076
607	6.86703657
608	6.861663174
609	6.848821152
610	6.833644563
611	6.817696492
612	6.812469339
613	6.798149047
614	6.792614829
615	6.785282098
616	6.777027085
617	6.760236838
618	6.755124796
619	6.739676334
620	6.736700882
621	6.729210309
622	6.715508417
623	6.700039964
624	6.69207859
625	6.68551972
626	6.676960905
627	6.662610728
628	6.647350971
629	6.642724404
630	6.638215163
631	6.628699541
632	6.613694272
633	6.609285612
634	6.605785535
635	6.589809894
636	6.576709922
637	6.565069246
638	6.544703878
639	6.542567152
640	6.527959411
641	6.513621817
642	6.505712302
643	6.491621396
644	6.477791472
645	6.471127718
646	6.461866716
647	6.449451101
648	6.446139509
649	6.432375852
650	6.42987721
651	6.426658158
652	6.403701247
653	6.395175895
654	6.390222325
655	6.382479819
656	6.371282047
657	6.358014225
658	6.346787893
659	6.335887972
660	6.326873115
661	6.313819352
662	6.310722338
663	6.302062654
664	6.289228973
665	6.286286226
666	6.283400457
667	6.270845791
668	6.253280669
669	6.241737286
670	6.230057739
671	6.22764443
672	6.219322248
673	6.216345601
674	6.204753678
675	6.196627069
676	6.193701561
677	6.182046927
678	6.179176038
679	6.171243566
680	6.163037814
681	6.157444757
682	6.146194631
683	6.140798787
684	6.129755225
685	6.120103251
686	6.109240405
687	6.102239951
688	6.091557936
689	6.082283212
690	6.071487485
691	6.063814057
692	6.05311202
693	6.0389418
694	6.033759997
695	6.028753581
696	6.021022085
697	6.014352123
698	6.0085404
699	6.002859311
700	5.995316485
701	5.987978478
702	5.975095382
703	5.972337088
704	5.965625572
705	5.954446107
706	5.943472761
707	5.936242512
708	5.931469858
709	5.922241328
710	5.913899946
711	5.906017116
712	5.898754834
713	5.892719751
714	5.885126649
715	5.874169544
716	5.868672426
717	5.86578836
718	5.858369691
719	5.854726141
720	5.84394819
721	5.837359503
722	5.833830104
723	5.823986952
724	5.813570834
725	5.808305027
726	5.804892508
727	5.795181013
728	5.79306355
729	5.78657037
730	5.773588379
731	5.764202764
732	5.754630725
733	5.751748934
734	5.742679785
735	5.736382656
736	5.726887526
737	5.721068931
738	5.71042623
739	5.704791901
740	5.697823465
741	5.691885714
742	5.681398263
743	5.674584964
744	5.669438293
745	5.66327423
746	5.657565421
747	5.656216106
748	5.650066032
749	5.639786869
750	5.63379284
751	5.632330068
752	5.625451987
753	5.615196383
754	5.595927986
755	5.588904344
756	5.584530262
757	5.574042191
758	5.567392746
759	5.557610286
760	5.552244883
761	5.545739631
762	5.534863797
763	5.525242362
764	5.520310593
765	5.510850905
766	5.50048981
767	5.492969166
768	5.482507437
769	5.477434236
770	5.469818701
771	5.465143145
772	5.4641131
773	5.455343533
774	5.448092994
775	5.447079487
776	5.442114919
777	5.437956233
778	5.431288025
779	5.422055394
780	5.417042894
781	5.411589993
782	5.403057371
783	5.394084309
784	5.389228196
785	5.382675598
786	5.373841934
787	5.371039795
788	5.369926992
789	5.368838899
790	5.360154441
791	5.357622894
792	5.353927589
793	5.347487366
794	5.344260731
795	5.335704391
796	5.332087264
797	5.327212056
798	5.320859051
799	5.312432374
800	5.306308668
801	5.296915778
802	5.29331024
803	5.282750954
804	5.279112747
805	5.275327851
806	5.271590828
807	5.26757815
808	5.266455593
809	5.258140906
810	5.252898125
811	5.249356584
812	5.241176073
813	5.239897034
814	5.236252452
815	5.226069516
816	5.20925603
817	5.198358522
818	5.196148153
819	5.192977888
820	5.191736942
821	5.18672195
822	5.183239686
823	5.17717819
824	5.165047357
825	5.16383901
826	5.159010858
827	5.155449011
828	5.154273463
829	5.146430284
830	5.141188205
831	5.136871363
832	5.120014165
833	5.11663784
834	5.110753658
835	5.103043955
836	5.096782466
837	5.093277172
838	5.077672226
839	5.071949099
840	5.061815164
841	5.057212587
842	5.053884211
843	5.037773991
844	5.026488527
845	5.023092928
846	5.020269977
847	5.014683504
848	5.013554119
849	5.009751634
850	5.00248451
851	4.998815882
852	4.99545606
853	4.991528992
854	4.986057327
855	4.982674762
856	4.974472945
857	4.970691685
858	4.957682195
859	4.954543565
860	4.946663951
861	4.943017546
862	4.939894446
863	4.932730635
864	4.921997981
865	4.9094974
866	4.901995761
867	4.894601515
868	4.887634451
869	4.88458516
870	4.881063305
871	4.876783508
872	4.870492503
873	4.867492624
874	4.86132133
875	4.849419743
876	4.843738045
877	4.832150798
878	4.825981385
879	4.810972427
880	4.803372639
881	4.798262032
882	4.790886979
883	4.788259396
884	4.782980423
885	4.777081883
886	4.776044377
887	4.770049487
888	4.766969224
889	4.764082509
890	4.759210148
891	4.752034696
892	4.751014509
893	4.743726979
894	4.735105249
895	4.73410421
896	4.72293108
897	4.709561866
898	4.699795841
899	4.695388274
900	4.688502324
901	4.687673872
902	4.680773683
903	4.67472197
904	4.671900888
905	4.664796819
906	4.658032593
907	4.653409792
908	4.647137049
909	4.63867969
910	4.634288825
911	4.632580676
912	4.62479864
913	4.614147875
914	4.612481963
915	4.610865639
916	4.606681677
917	4.601026331
918	4.595197415
919	4.586102144
920	4.573144995
921	4.570678732
922	4.560470128
923	4.556081919
924	4.55021344
925	4.535222136
926	4.532024349
927	4.525356951
928	4.520490397
929	4.508086483
930	4.49919103
931	4.496137132
932	4.484343969
933	4.481412351
934	4.472707626
935	4.467284865
936	4.46466501
937	4.459352149
938	4.447136593
939	4.436457872
940	4.428156188
941	4.422655635
942	4.418492383
943	4.410494408
944	4.403210384
945	4.39798777
946	4.390285954
947	4.385363252
948	4.379006133
949	4.371322233
950	4.358000642
951	4.350547946
952	4.343742233
953	4.338822284
954	4.331643528
955	4.32517064
956	4.31768429
957	4.3097857
958	4.302098654
959	4.29651781
960	4.28698767
961	4.280122057
962	4.275549189
963	4.269949899
964	4.26333016
965	4.258095609
966	4.245483557
967	4.239064361
968	4.233722043
969	4.22751686
970	4.220475498
971	4.21588862
972	4.209916544
973	4.207582536
974	4.196449294
975	4.190443621
976	4.184680725
977	4.1795157
978	4.173756397
979	4.168696829
980	4.162113486
981	4.161314349
982	4.15903091
983	4.154747501
984	4.153967154
985	4.148401152
986	4.145782931
987	4.140799443
988	4.135669687
989	4.130784184
990	4.126052473
991	4.120693889
992	4.115272658
993	4.11309653
994	4.107847858
995	4.101852981
996	4.097184687
997	4.092210565
998	4.090067954
999	4.085554646
